transaction_id,timestamp,num_items,total_amount,payment_type
145279,2025-09-16 10:14:17,4,19.79,Debit Card
145280,2025-09-16 21:17:44,3,16.67,Mobile Pay
145281,2025-09-16 03:03:08,1,4.45,Cash
145282,2025-09-16 11:51:26,1,5.1,Credit Card
145283,2025-09-16 07:04:20,4,14.48,Credit Card
145284,2025-09-16 19:04:05,1,3.54,Mobile Pay
145285,2025-09-16 23:17:31,3,15.14,Mobile Pay
145286,2025-09-16 23:01:30,4,19.47,Debit Card
145287,2025-09-16 02:31:01,4,17.73,Cash
145288,2025-09-16 10:03:29,4,23.22,Credit Card
145289,2025-09-16 23:40:12,4,14.25,Credit Card
145290,2025-09-16 11:54:43,3,14.8,Credit Card
145291,2025-09-16 08:08:33,4,18.06,Credit Card
145292,2025-09-16 22:19:40,1,2.35,Credit Card
145293,2025-09-16 14:03:48,4,23.94,Mobile Pay
145294,2025-09-16 18:26:52,1,3.77,Debit Card
145295,2025-09-16 05:17:54,2,8.17,Mobile Pay
145296,2025-09-16 09:44:32,4,17.97,Cash
145297,2025-09-16 14:00:45,3,19.45,Cash
145298,2025-09-16 00:39:15,1,3.1,Debit Card
145299,2025-09-16 14:34:42,3,14.61,Credit Card
145300,2025-09-16 01:20:49,1,6.89,Mobile Pay
145301,2025-09-16 16:27:13,1,5.66,Mobile Pay
145302,2025-09-16 07:02:46,1,6.83,Cash
145303,2025-09-16 03:35:38,2,12.21,Debit Card
145304,2025-09-16 09:00:08,4,13.56,Debit Card
145305,2025-09-16 16:04:28,4,15.27,Cash
145306,2025-09-16 17:58:09,2,11.42,Mobile Pay
145307,2025-09-16 11:48:09,4,16.83,Cash
145308,2025-09-16 05:45:33,2,8.16,Debit Card
145309,2025-09-16 10:40:26,4,20.72,Mobile Pay
145310,2025-09-16 15:21:26,4,19.56,Debit Card
145311,2025-09-16 20:47:54,4,21.61,Cash
145312,2025-09-16 18:57:36,3,12.37,Debit Card
145313,2025-09-16 21:21:57,1,5.51,Mobile Pay
145314,2025-09-16 02:52:53,4,20.32,Credit Card
145315,2025-09-16 19:00:03,4,16.2,Cash
145316,2025-09-16 00:05:42,4,18.72,Debit Card
145317,2025-09-16 04:44:24,3,17.7,Credit Card
145318,2025-09-16 16:33:10,1,4.73,Credit Card
145319,2025-09-16 03:08:32,2,11.35,Credit Card
145320,2025-09-16 11:27:38,2,9.64,Mobile Pay
145321,2025-09-16 10:23:08,4,20.78,Credit Card
145322,2025-09-16 21:00:50,1,3.02,Mobile Pay
145323,2025-09-16 15:34:36,3,14.16,Cash
145324,2025-09-16 10:09:22,3,14.2,Debit Card
145325,2025-09-16 19:56:54,3,13.58,Debit Card
145326,2025-09-16 07:30:24,3,14.72,Cash
145327,2025-09-16 00:49:39,4,21.37,Credit Card
145328,2025-09-16 09:02:24,2,9.33,Mobile Pay
145329,2025-09-16 01:54:57,1,2.99,Cash
145330,2025-09-16 20:17:47,2,8.72,Debit Card
145331,2025-09-16 08:32:22,3,12.32,Mobile Pay
145332,2025-09-16 05:39:55,3,11.18,Debit Card
145333,2025-09-16 14:48:08,4,23.22,Mobile Pay
145334,2025-09-16 01:27:31,3,14.21,Mobile Pay
145335,2025-09-16 15:44:02,4,18.65,Debit Card
145336,2025-09-16 14:03:42,3,12.2,Mobile Pay
145337,2025-09-16 08:27:08,2,8.63,Cash
145338,2025-09-16 06:58:02,4,18.7,Debit Card
145339,2025-09-16 07:04:54,4,20.6,Credit Card
145340,2025-09-16 04:50:31,3,9.88,Mobile Pay
145341,2025-09-16 17:26:56,2,8.85,Cash
145342,2025-09-16 00:48:48,3,13.3,Credit Card
145343,2025-09-16 02:10:08,1,7.22,Mobile Pay
145344,2025-09-16 03:08:50,1,5.99,Credit Card
145345,2025-09-16 20:28:19,2,9.59,Debit Card
145346,2025-09-16 13:14:50,2,9.94,Cash
145347,2025-09-16 01:48:02,4,24.22,Mobile Pay
145348,2025-09-16 07:31:45,1,5.12,Mobile Pay
145349,2025-09-16 10:14:27,4,20.17,Cash
145350,2025-09-16 12:45:17,4,22.4,Debit Card
145351,2025-09-16 13:00:15,2,11.12,Cash
145352,2025-09-16 04:04:01,1,4.23,Debit Card
145353,2025-09-16 23:38:12,1,6.19,Cash
145354,2025-09-16 06:18:26,3,14.09,Credit Card
145355,2025-09-16 22:07:55,4,19.1,Cash
145356,2025-09-16 08:11:33,4,14.56,Debit Card
145357,2025-09-16 19:27:34,3,19.59,Credit Card
145358,2025-09-16 18:42:12,4,18.18,Mobile Pay
145359,2025-09-16 10:34:33,3,16.59,Credit Card
145360,2025-09-16 00:08:04,2,12.58,Cash
145361,2025-09-16 23:17:54,1,5.03,Credit Card
145362,2025-09-16 00:50:27,3,12.08,Credit Card
145363,2025-09-16 12:53:23,4,24.72,Cash
145364,2025-09-16 20:58:48,1,3.51,Credit Card
145365,2025-09-16 21:19:50,1,4.32,Debit Card
145366,2025-09-16 12:20:07,2,10.34,Credit Card
145367,2025-09-16 23:09:58,3,15.8,Credit Card
145368,2025-09-16 06:25:45,3,16.75,Cash
145369,2025-09-16 23:55:47,3,13.48,Credit Card
145370,2025-09-16 22:03:14,3,14.01,Debit Card
145371,2025-09-16 18:45:42,3,10.24,Credit Card
145372,2025-09-16 22:48:34,1,3.64,Credit Card
145373,2025-09-16 22:37:04,2,6.68,Mobile Pay
145374,2025-09-16 15:48:54,4,20.19,Debit Card
145375,2025-09-16 18:53:28,4,14.38,Credit Card
145376,2025-09-16 11:37:01,3,16.8,Credit Card
145377,2025-09-16 05:25:11,3,15.4,Credit Card
145378,2025-09-16 09:01:20,2,7.02,Cash
145379,2025-09-16 09:00:33,4,22.03,Mobile Pay
145380,2025-09-16 10:31:57,1,7.85,Mobile Pay
145381,2025-09-16 20:04:09,1,7.91,Debit Card
145382,2025-09-16 19:27:08,4,19.13,Debit Card
145383,2025-09-16 16:03:01,3,15.54,Mobile Pay
145384,2025-09-16 12:53:28,2,10.25,Cash
145385,2025-09-16 04:53:33,4,21.71,Debit Card
145386,2025-09-16 17:20:23,4,13.49,Debit Card
145387,2025-09-16 18:23:06,3,19.3,Debit Card
145388,2025-09-16 14:27:46,2,7.31,Mobile Pay
145389,2025-09-16 00:56:24,4,24.87,Cash
145390,2025-09-16 19:59:14,1,5.73,Mobile Pay
145391,2025-09-16 00:15:42,4,20.49,Cash
145392,2025-09-16 07:27:25,2,13.05,Credit Card
145393,2025-09-16 17:57:58,1,3.61,Credit Card
145394,2025-09-16 12:41:39,1,3.38,Credit Card
145395,2025-09-16 14:47:27,3,14.94,Cash
145396,2025-09-16 03:59:46,2,11.04,Mobile Pay
145397,2025-09-16 16:59:46,3,11.4,Mobile Pay
145398,2025-09-16 15:09:34,3,13.78,Mobile Pay
145399,2025-09-16 06:01:31,2,9.18,Mobile Pay
145400,2025-09-16 04:24:18,2,9.03,Credit Card
145401,2025-09-16 03:35:59,3,16.35,Debit Card
145402,2025-09-16 11:16:39,4,21.17,Mobile Pay
145403,2025-09-16 09:49:52,1,5.41,Mobile Pay
145404,2025-09-16 06:07:37,4,13.27,Credit Card
145405,2025-09-16 21:22:59,4,24.4,Debit Card
145406,2025-09-16 02:22:15,2,7.34,Mobile Pay
145407,2025-09-16 00:49:13,3,16.37,Debit Card
145408,2025-09-16 03:06:16,4,25.47,Credit Card
145409,2025-09-16 09:37:53,1,2.93,Credit Card
145410,2025-09-16 14:44:00,1,4.19,Cash
145411,2025-09-16 02:47:25,1,6.14,Cash
145412,2025-09-16 08:43:55,4,15.24,Cash
145413,2025-09-16 22:13:33,4,18.85,Mobile Pay
145414,2025-09-16 23:27:21,1,5.92,Cash
145415,2025-09-16 11:23:41,3,16.31,Mobile Pay
145416,2025-09-16 18:05:45,2,8.94,Debit Card
145417,2025-09-16 17:17:41,1,7.35,Mobile Pay
145418,2025-09-16 13:27:14,4,16.98,Cash
145419,2025-09-16 04:38:18,2,8.23,Mobile Pay
145420,2025-09-16 13:25:43,4,23.18,Debit Card
145421,2025-09-16 16:22:29,3,9.46,Mobile Pay
145422,2025-09-16 00:56:49,2,9.17,Cash
145423,2025-09-16 02:52:19,4,20.1,Mobile Pay
145424,2025-09-16 04:33:11,4,22.17,Debit Card
145425,2025-09-16 11:40:59,3,14.86,Debit Card
145426,2025-09-16 15:05:43,3,17.81,Cash
145427,2025-09-16 18:00:40,1,3.32,Credit Card
145428,2025-09-16 01:00:05,1,3.21,Mobile Pay
145429,2025-09-16 06:20:59,4,17.23,Debit Card
145430,2025-09-16 11:29:50,3,14.18,Debit Card
145431,2025-09-16 18:27:15,1,7.66,Debit Card
145432,2025-09-16 12:07:06,1,6.33,Debit Card
145433,2025-09-16 22:47:50,2,11.14,Credit Card
145434,2025-09-17 16:39:17,2,10.67,Debit Card
145435,2025-09-17 22:04:32,1,3.77,Credit Card
145436,2025-09-17 07:11:04,1,5.79,Cash
145437,2025-09-17 11:26:11,1,6.59,Debit Card
145438,2025-09-17 13:20:43,4,17.6,Credit Card
145439,2025-09-17 02:31:03,2,10.3,Debit Card
145440,2025-09-17 21:21:31,4,24.64,Debit Card
145441,2025-09-17 02:29:03,4,15.62,Credit Card
145442,2025-09-17 01:05:34,3,17.72,Credit Card
145443,2025-09-17 16:34:02,1,5.16,Cash
145444,2025-09-17 13:55:56,2,10.49,Mobile Pay
145445,2025-09-17 14:15:59,3,16.86,Credit Card
145446,2025-09-17 18:41:09,2,11.77,Credit Card
145447,2025-09-17 22:15:53,3,15.86,Credit Card
145448,2025-09-17 06:17:51,1,4.9,Mobile Pay
145449,2025-09-17 15:32:51,2,10.17,Debit Card
145450,2025-09-17 17:05:54,1,3.21,Debit Card
145451,2025-09-17 19:46:29,1,4.25,Cash
145452,2025-09-17 23:07:24,2,10.0,Debit Card
145453,2025-09-17 14:31:29,2,9.81,Cash
145454,2025-09-17 11:55:57,3,19.0,Cash
145455,2025-09-17 18:20:29,4,20.42,Credit Card
145456,2025-09-17 20:50:28,1,6.4,Debit Card
145457,2025-09-17 14:03:57,1,4.11,Debit Card
145458,2025-09-17 21:37:23,4,19.1,Mobile Pay
145459,2025-09-17 08:26:41,1,7.92,Cash
145460,2025-09-17 03:48:31,4,18.39,Mobile Pay
145461,2025-09-17 02:15:50,2,9.44,Cash
145462,2025-09-17 06:01:15,1,4.76,Mobile Pay
145463,2025-09-17 22:11:01,1,3.15,Cash
145464,2025-09-17 21:49:18,4,20.81,Credit Card
145465,2025-09-17 03:27:43,2,9.69,Credit Card
145466,2025-09-17 22:38:51,3,13.45,Mobile Pay
145467,2025-09-17 08:20:51,2,5.31,Credit Card
145468,2025-09-17 22:50:57,3,13.63,Credit Card
145469,2025-09-17 23:31:43,4,27.83,Credit Card
145470,2025-09-17 16:12:55,4,19.44,Debit Card
145471,2025-09-17 11:36:41,3,11.77,Credit Card
145472,2025-09-17 15:56:08,4,18.61,Mobile Pay
145473,2025-09-17 21:57:11,1,5.93,Cash
145474,2025-09-17 07:49:47,2,11.12,Debit Card
145475,2025-09-17 06:28:40,2,10.66,Debit Card
145476,2025-09-17 02:53:57,3,19.56,Debit Card
145477,2025-09-17 03:37:04,4,18.42,Cash
145478,2025-09-17 17:55:26,2,9.29,Cash
145479,2025-09-17 05:14:22,3,14.53,Mobile Pay
145480,2025-09-17 06:50:18,3,16.07,Mobile Pay
145481,2025-09-17 05:27:13,3,12.83,Mobile Pay
145482,2025-09-17 10:03:11,3,14.27,Mobile Pay
145483,2025-09-17 16:32:31,2,9.55,Debit Card
145484,2025-09-17 13:16:51,1,4.23,Debit Card
145485,2025-09-17 17:20:37,3,11.28,Mobile Pay
145486,2025-09-17 21:52:04,3,12.07,Mobile Pay
145487,2025-09-17 01:30:30,1,4.78,Mobile Pay
145488,2025-09-17 01:00:01,4,19.0,Debit Card
145489,2025-09-17 04:06:52,4,18.5,Debit Card
145490,2025-09-17 03:45:43,2,13.43,Cash
145491,2025-09-17 13:07:08,4,23.52,Cash
145492,2025-09-17 13:26:06,1,3.29,Credit Card
145493,2025-09-17 12:07:54,1,3.24,Mobile Pay
145494,2025-09-17 15:17:31,3,14.23,Cash
145495,2025-09-17 03:31:18,1,6.29,Cash
145496,2025-09-17 11:57:16,2,10.1,Credit Card
145497,2025-09-17 17:13:37,4,21.15,Mobile Pay
145498,2025-09-17 19:27:16,4,22.29,Credit Card
145499,2025-09-17 21:04:26,4,17.68,Debit Card
145500,2025-09-17 04:33:41,3,10.28,Debit Card
145501,2025-09-17 20:31:37,3,12.06,Mobile Pay
145502,2025-09-17 00:37:39,1,3.08,Cash
145503,2025-09-17 06:54:29,4,12.4,Cash
145504,2025-09-17 06:11:39,1,3.46,Debit Card
145505,2025-09-17 13:53:38,3,11.98,Cash
145506,2025-09-17 16:43:43,3,18.11,Mobile Pay
145507,2025-09-17 20:05:16,3,10.14,Credit Card
145508,2025-09-17 09:31:07,2,10.29,Debit Card
145509,2025-09-17 05:54:58,1,6.61,Credit Card
145510,2025-09-17 01:25:44,1,6.68,Credit Card
145511,2025-09-17 04:32:56,3,11.01,Mobile Pay
145512,2025-09-17 19:12:54,1,4.95,Debit Card
145513,2025-09-17 22:41:50,4,19.97,Mobile Pay
145514,2025-09-17 23:11:32,1,4.65,Debit Card
145515,2025-09-17 12:03:25,4,13.31,Debit Card
145516,2025-09-17 22:46:59,2,9.61,Mobile Pay
145517,2025-09-17 16:18:35,4,21.23,Debit Card
145518,2025-09-17 12:13:41,1,4.1,Debit Card
145519,2025-09-17 03:13:15,3,13.79,Mobile Pay
145520,2025-09-17 05:46:55,4,17.63,Debit Card
145521,2025-09-17 02:22:24,3,13.53,Cash
145522,2025-09-17 15:23:10,3,15.9,Credit Card
145523,2025-09-17 00:27:48,2,10.67,Mobile Pay
145524,2025-09-17 06:28:05,4,25.02,Credit Card
145525,2025-09-17 05:02:24,2,9.47,Credit Card
145526,2025-09-17 17:48:22,3,17.04,Credit Card
145527,2025-09-17 13:53:37,2,9.54,Mobile Pay
145528,2025-09-17 20:43:57,1,5.72,Debit Card
145529,2025-09-17 19:02:41,2,9.43,Debit Card
145530,2025-09-17 15:14:54,4,20.02,Debit Card
145531,2025-09-17 10:59:43,4,16.23,Credit Card
145532,2025-09-17 05:07:22,4,22.04,Mobile Pay
145533,2025-09-17 19:07:25,1,5.37,Cash
145534,2025-09-17 15:39:11,1,6.15,Debit Card
145535,2025-09-17 14:36:20,1,4.67,Mobile Pay
145536,2025-09-17 12:40:24,3,17.77,Credit Card
145537,2025-09-17 10:52:03,2,10.21,Cash
145538,2025-09-17 16:55:26,1,5.68,Cash
145539,2025-09-17 00:12:31,2,11.97,Debit Card
145540,2025-09-17 04:50:53,1,4.0,Cash
145541,2025-09-17 10:14:16,2,10.96,Debit Card
145542,2025-09-17 02:25:47,4,22.79,Debit Card
145543,2025-09-17 13:25:17,2,9.32,Mobile Pay
145544,2025-09-17 04:42:18,2,10.87,Cash
145545,2025-09-17 15:49:02,4,22.28,Debit Card
145546,2025-09-17 16:19:21,1,4.34,Debit Card
145547,2025-09-17 12:13:09,3,16.09,Cash
145548,2025-09-17 20:02:12,1,7.46,Debit Card
145549,2025-09-17 13:40:04,2,8.98,Cash
145550,2025-09-17 17:02:07,2,10.34,Debit Card
145551,2025-09-17 02:56:05,1,2.71,Mobile Pay
145552,2025-09-17 21:31:24,1,5.83,Mobile Pay
145553,2025-09-17 05:50:45,2,12.3,Debit Card
145554,2025-09-17 23:07:44,2,8.46,Cash
145555,2025-09-17 09:22:37,3,15.39,Cash
145556,2025-09-17 13:02:25,2,10.69,Cash
145557,2025-09-17 15:51:39,2,10.65,Cash
145558,2025-09-17 15:51:12,1,2.32,Mobile Pay
145559,2025-09-17 12:25:19,1,5.05,Credit Card
145560,2025-09-17 06:44:44,4,26.03,Credit Card
145561,2025-09-17 14:50:43,1,5.09,Debit Card
145562,2025-09-17 14:38:25,4,18.92,Credit Card
145563,2025-09-17 04:46:18,4,21.56,Credit Card
145564,2025-09-17 10:23:43,1,4.89,Credit Card
145565,2025-09-17 20:53:31,3,19.41,Mobile Pay
145566,2025-09-17 16:12:43,3,17.54,Cash
145567,2025-09-17 22:01:15,4,21.26,Cash
145568,2025-09-17 18:57:19,2,13.71,Debit Card
145569,2025-09-17 05:42:09,3,13.87,Credit Card
145570,2025-09-17 11:40:52,2,9.05,Debit Card
145571,2025-09-17 12:23:48,4,18.37,Credit Card
145572,2025-09-17 13:31:34,3,16.26,Mobile Pay
145573,2025-09-17 13:58:34,2,12.29,Cash
145574,2025-09-17 14:31:24,3,15.37,Cash
145575,2025-09-17 17:08:22,4,16.51,Credit Card
145576,2025-09-17 10:32:20,4,27.1,Credit Card
145577,2025-09-17 07:57:06,1,2.9,Mobile Pay
145578,2025-09-17 04:05:12,4,18.46,Mobile Pay
145579,2025-09-17 04:54:46,4,20.88,Credit Card
145580,2025-09-17 07:25:34,4,21.26,Credit Card
145581,2025-09-17 13:27:46,3,19.6,Debit Card
145582,2025-09-17 17:58:59,2,7.28,Debit Card
145583,2025-09-17 14:40:24,3,13.29,Debit Card
145584,2025-09-17 10:50:34,4,19.02,Mobile Pay
145585,2025-09-17 21:23:27,2,10.31,Credit Card
145586,2025-09-17 22:08:10,1,5.11,Mobile Pay
145587,2025-09-17 12:43:56,2,11.4,Cash
145588,2025-09-17 05:28:20,3,13.65,Debit Card
145589,2025-09-17 14:40:49,3,11.84,Debit Card
145590,2025-09-17 19:47:47,2,5.53,Debit Card
145591,2025-09-17 08:34:09,3,13.48,Credit Card
145592,2025-09-17 09:18:20,1,3.44,Cash
145593,2025-09-17 15:23:26,2,8.92,Mobile Pay
145594,2025-09-17 01:01:56,1,5.81,Cash
145595,2025-09-17 04:52:57,1,5.06,Debit Card
145596,2025-09-17 03:08:02,2,13.56,Debit Card
145597,2025-09-17 10:59:36,4,23.94,Mobile Pay
145598,2025-09-17 05:32:31,3,12.42,Cash
145599,2025-09-17 01:26:29,4,19.34,Cash
145600,2025-09-17 04:37:21,2,11.78,Mobile Pay
145601,2025-09-17 17:51:18,3,20.09,Cash
145602,2025-09-17 00:38:20,4,17.2,Credit Card
145603,2025-09-17 22:21:11,4,21.35,Credit Card
145604,2025-09-17 12:50:59,2,8.15,Credit Card
145605,2025-09-17 21:17:58,4,18.09,Cash
145606,2025-09-17 05:06:55,4,15.81,Debit Card
145607,2025-09-17 20:17:47,4,23.03,Cash
145608,2025-09-17 14:33:21,4,19.81,Mobile Pay
145609,2025-09-17 05:56:51,3,12.99,Mobile Pay
145610,2025-09-17 23:43:56,4,18.95,Debit Card
145611,2025-09-17 06:10:51,4,18.96,Mobile Pay
145612,2025-09-17 14:21:15,1,4.12,Debit Card
145613,2025-09-17 19:49:35,1,4.46,Credit Card
145614,2025-09-17 14:41:10,4,20.53,Credit Card
145615,2025-09-17 18:58:17,4,18.15,Credit Card
145616,2025-09-17 10:22:24,1,4.41,Mobile Pay
145617,2025-09-17 22:07:01,1,5.89,Debit Card
145618,2025-09-17 12:47:25,1,4.74,Debit Card
145619,2025-09-17 10:27:44,2,11.72,Credit Card
145620,2025-09-17 08:27:03,3,17.59,Credit Card
145621,2025-09-17 06:00:17,3,17.84,Mobile Pay
145622,2025-09-17 20:45:39,3,18.58,Credit Card
145623,2025-09-17 18:00:55,3,17.07,Debit Card
145624,2025-09-17 13:32:17,4,22.6,Mobile Pay
145625,2025-09-17 18:00:23,1,5.7,Debit Card
145626,2025-09-17 13:02:12,1,4.2,Cash
145627,2025-09-17 14:37:24,3,15.73,Debit Card
145628,2025-09-17 02:16:22,3,14.19,Credit Card
145629,2025-09-17 17:22:30,2,7.77,Credit Card
145630,2025-09-17 15:45:22,1,6.36,Cash
145631,2025-09-17 15:04:36,1,5.94,Debit Card
145632,2025-09-17 21:46:27,3,15.68,Credit Card
145633,2025-09-17 02:16:26,4,24.97,Credit Card
145634,2025-09-17 01:50:35,1,2.98,Mobile Pay
145635,2025-09-17 12:45:28,4,17.4,Mobile Pay
145636,2025-09-17 17:30:29,4,14.47,Debit Card
145637,2025-09-17 14:11:40,1,4.69,Mobile Pay
145638,2025-09-17 15:48:41,1,4.5,Debit Card
145639,2025-09-17 03:07:37,3,12.22,Credit Card
145640,2025-09-18 00:04:39,4,23.43,Mobile Pay
145641,2025-09-18 14:08:30,3,12.18,Debit Card
145642,2025-09-18 04:30:59,2,12.26,Cash
145643,2025-09-18 03:56:13,2,8.89,Credit Card
145644,2025-09-18 12:08:50,4,21.09,Cash
145645,2025-09-18 06:37:09,1,5.9,Cash
145646,2025-09-18 11:40:55,4,26.47,Debit Card
145647,2025-09-18 04:38:26,1,5.7,Debit Card
145648,2025-09-18 15:13:46,3,14.81,Debit Card
145649,2025-09-18 23:04:53,2,7.58,Cash
145650,2025-09-18 10:51:16,2,7.57,Debit Card
145651,2025-09-18 01:34:36,2,7.62,Credit Card
145652,2025-09-18 21:50:44,3,19.79,Credit Card
145653,2025-09-18 15:33:14,2,9.56,Mobile Pay
145654,2025-09-18 08:23:36,3,12.28,Mobile Pay
145655,2025-09-18 08:06:14,4,20.14,Cash
145656,2025-09-18 18:56:37,4,25.22,Cash
145657,2025-09-18 04:30:40,2,12.94,Mobile Pay
145658,2025-09-18 11:38:49,4,23.47,Credit Card
145659,2025-09-18 15:27:42,1,4.64,Debit Card
145660,2025-09-18 14:56:10,2,8.56,Credit Card
145661,2025-09-18 04:22:51,1,3.21,Mobile Pay
145662,2025-09-18 18:22:11,4,17.21,Mobile Pay
145663,2025-09-18 22:47:52,3,11.33,Mobile Pay
145664,2025-09-18 02:31:55,4,22.13,Cash
145665,2025-09-18 00:51:28,1,6.21,Cash
145666,2025-09-18 10:37:34,3,9.22,Mobile Pay
145667,2025-09-18 06:29:32,1,4.15,Cash
145668,2025-09-18 04:06:15,1,4.25,Cash
145669,2025-09-18 17:26:44,2,6.07,Debit Card
145670,2025-09-18 09:33:11,3,17.64,Credit Card
145671,2025-09-18 10:55:22,2,10.33,Mobile Pay
145672,2025-09-18 09:43:48,3,17.82,Debit Card
145673,2025-09-18 17:18:45,2,15.54,Credit Card
145674,2025-09-18 23:25:44,4,20.45,Cash
145675,2025-09-18 00:39:10,1,5.94,Cash
145676,2025-09-18 03:16:20,2,11.07,Mobile Pay
145677,2025-09-18 05:39:43,3,19.53,Mobile Pay
145678,2025-09-18 12:23:20,4,20.44,Credit Card
145679,2025-09-18 01:34:36,4,20.08,Cash
145680,2025-09-18 11:47:34,3,14.6,Cash
145681,2025-09-18 09:42:17,1,3.07,Credit Card
145682,2025-09-18 03:07:11,3,17.76,Mobile Pay
145683,2025-09-18 19:54:58,3,16.85,Cash
145684,2025-09-18 22:02:11,2,9.28,Credit Card
145685,2025-09-18 11:46:24,2,6.9,Credit Card
145686,2025-09-18 22:43:28,1,4.85,Cash
145687,2025-09-18 16:49:14,2,14.24,Debit Card
145688,2025-09-18 07:16:52,2,9.03,Mobile Pay
145689,2025-09-18 00:24:43,4,22.96,Cash
145690,2025-09-18 16:58:38,1,5.51,Cash
145691,2025-09-18 04:14:53,1,7.4,Debit Card
145692,2025-09-18 06:12:55,4,12.85,Cash
145693,2025-09-18 05:09:50,3,12.41,Debit Card
145694,2025-09-18 14:55:46,3,13.42,Cash
145695,2025-09-18 14:32:46,1,7.47,Mobile Pay
145696,2025-09-18 21:06:00,4,23.32,Debit Card
145697,2025-09-18 13:45:32,4,16.94,Cash
145698,2025-09-18 07:29:35,3,13.96,Mobile Pay
145699,2025-09-18 08:06:27,2,7.49,Credit Card
145700,2025-09-18 05:30:51,2,11.41,Debit Card
145701,2025-09-18 17:03:44,4,21.24,Debit Card
145702,2025-09-18 18:52:54,1,6.35,Mobile Pay
145703,2025-09-18 21:18:38,4,16.23,Debit Card
145704,2025-09-18 08:47:18,4,22.73,Cash
145705,2025-09-18 13:52:37,3,16.95,Debit Card
145706,2025-09-18 05:45:00,2,9.05,Credit Card
145707,2025-09-18 01:17:08,4,21.19,Mobile Pay
145708,2025-09-18 14:58:34,3,13.24,Cash
145709,2025-09-18 02:33:30,3,16.89,Mobile Pay
145710,2025-09-18 08:05:32,3,19.99,Mobile Pay
145711,2025-09-18 15:02:22,1,7.4,Cash
145712,2025-09-18 18:38:07,3,12.56,Cash
145713,2025-09-18 06:27:05,4,24.28,Cash
145714,2025-09-18 03:27:28,3,13.57,Cash
145715,2025-09-18 03:35:31,3,10.99,Credit Card
145716,2025-09-18 00:19:06,3,14.02,Credit Card
145717,2025-09-18 04:51:49,1,7.57,Cash
145718,2025-09-18 06:42:32,3,12.91,Cash
145719,2025-09-18 23:48:26,3,14.23,Mobile Pay
145720,2025-09-18 07:12:39,4,21.16,Credit Card
145721,2025-09-18 10:36:59,2,8.74,Cash
145722,2025-09-18 00:54:22,4,17.69,Cash
145723,2025-09-18 03:44:54,1,4.56,Mobile Pay
145724,2025-09-18 02:17:02,2,6.03,Credit Card
145725,2025-09-18 09:25:56,2,9.21,Credit Card
145726,2025-09-18 14:14:04,3,14.86,Credit Card
145727,2025-09-18 11:31:06,3,11.64,Mobile Pay
145728,2025-09-18 06:32:46,1,4.31,Debit Card
145729,2025-09-18 23:52:56,4,18.76,Cash
145730,2025-09-18 14:44:56,2,11.12,Credit Card
145731,2025-09-18 22:34:04,4,19.94,Cash
145732,2025-09-18 02:15:46,3,15.9,Cash
145733,2025-09-18 13:42:21,1,4.23,Debit Card
145734,2025-09-18 07:55:54,3,9.24,Credit Card
145735,2025-09-18 09:20:33,3,16.29,Credit Card
145736,2025-09-18 14:45:43,4,24.44,Mobile Pay
145737,2025-09-18 10:06:04,2,9.62,Debit Card
145738,2025-09-18 19:07:03,4,21.1,Debit Card
145739,2025-09-18 09:21:17,2,7.72,Credit Card
145740,2025-09-18 16:53:31,1,3.32,Debit Card
145741,2025-09-18 21:35:36,3,17.28,Cash
145742,2025-09-18 03:46:43,4,21.02,Credit Card
145743,2025-09-18 22:37:26,1,3.8,Debit Card
145744,2025-09-18 18:28:06,4,17.51,Mobile Pay
145745,2025-09-18 01:38:28,1,5.67,Credit Card
145746,2025-09-18 19:47:45,4,24.77,Cash
145747,2025-09-18 04:44:11,1,5.06,Credit Card
145748,2025-09-18 11:50:20,2,9.97,Debit Card
145749,2025-09-18 03:03:16,3,17.17,Cash
145750,2025-09-18 06:02:35,1,3.7,Mobile Pay
145751,2025-09-18 23:27:04,3,19.78,Mobile Pay
145752,2025-09-18 16:27:03,1,5.99,Debit Card
145753,2025-09-18 19:42:13,3,17.05,Debit Card
145754,2025-09-18 00:03:58,1,4.86,Mobile Pay
145755,2025-09-18 13:45:47,4,18.91,Credit Card
145756,2025-09-18 10:33:31,4,11.05,Debit Card
145757,2025-09-18 08:33:03,2,9.15,Debit Card
145758,2025-09-18 10:22:10,1,4.75,Credit Card
145759,2025-09-18 05:08:38,2,7.64,Cash
145760,2025-09-18 13:35:36,3,16.56,Debit Card
145761,2025-09-18 23:04:34,1,2.72,Cash
145762,2025-09-18 07:24:58,4,19.94,Cash
145763,2025-09-18 08:00:44,2,9.98,Mobile Pay
145764,2025-09-18 06:11:32,4,19.72,Debit Card
145765,2025-09-18 14:08:17,1,6.89,Cash
145766,2025-09-18 00:15:55,2,10.65,Debit Card
145767,2025-09-18 00:59:25,3,14.15,Mobile Pay
145768,2025-09-18 02:12:52,1,7.57,Mobile Pay
145769,2025-09-18 15:06:25,1,3.04,Cash
145770,2025-09-18 07:29:54,3,16.89,Credit Card
145771,2025-09-18 06:50:52,4,17.74,Credit Card
145772,2025-09-18 07:21:58,2,7.66,Cash
145773,2025-09-18 06:59:19,1,2.82,Credit Card
145774,2025-09-18 22:38:53,2,8.26,Mobile Pay
145775,2025-09-18 15:03:51,1,3.18,Mobile Pay
145776,2025-09-18 15:30:54,3,12.11,Credit Card
145777,2025-09-18 03:35:13,2,10.15,Cash
